"client_id","age","region","prefere_produit_local"
787,54,"Urban - High Density",FALSE
788,37,"Urban - High Density",FALSE
789,25,"Rural",TRUE
790,77,"Unknown",TRUE
791,80,"Urban - High Density",TRUE
792,62,"Urban - Medium Density",TRUE
793,29,"Urban - Medium Density",FALSE
794,78,"Urban - Medium Density",FALSE
795,49,"Rural",FALSE
796,34,"Urban - Medium Density",TRUE
797,37,"Urban - High Density",FALSE
798,33,"Urban - High Density",FALSE
799,66,"Urban - High Density",TRUE
800,67,"Urban - High Density",FALSE
801,78,"Urban - Medium Density",FALSE
802,52,"Urban - Medium Density",FALSE
803,33,"Urban - Medium Density",TRUE
804,56,"Urban - High Density",FALSE
805,80,"Urban - High Density",TRUE
806,54,"Urban - High Density",FALSE
807,30,"Urban - Medium Density",FALSE
808,64,"Urban - High Density",TRUE
809,55,"Urban - Medium Density",FALSE
810,75,"Urban - Medium Density",FALSE
811,49,"Urban - High Density",TRUE
812,33,"Urban - High Density",TRUE
813,75,"Urban - High Density",TRUE
814,50,"Urban - High Density",TRUE
815,69,"Urban - Medium Density",TRUE
816,58,"Urban - Medium Density",FALSE
817,37,"Rural",FALSE
818,35,"Urban - High Density",FALSE
819,62,"Rural",FALSE
820,56,"Urban - Medium Density",TRUE
821,29,"Rural",TRUE
822,44,"Urban - High Density",NA
823,26,"Urban - High Density",TRUE
824,75,"Urban - High Density",TRUE
825,35,"Urban - High Density",FALSE
826,66,"Urban - High Density",FALSE
827,28,"Urban - High Density",TRUE
828,21,"Urban - High Density",FALSE
829,59,"Urban - High Density",TRUE
830,26,"Urban - High Density",TRUE
831,34,"Urban - Medium Density",FALSE
832,26,"Urban - High Density",FALSE
833,78,"Urban - Medium Density",TRUE
834,37,"Urban - High Density",TRUE
835,26,"Urban - High Density",TRUE
836,42,"Urban - High Density",TRUE
837,120,"Urban - High Density",TRUE
838,21,"Rural",TRUE
839,70,"Urban - High Density",TRUE
840,63,"Rural",FALSE
841,43,"Urban - Medium Density",FALSE
842,44,"Urban - High Density",TRUE
843,56,"Urban - High Density",FALSE
844,20,"Urban - High Density",TRUE
845,24,"Urban - High Density",FALSE
846,43,"Rural",FALSE
847,30,"Urban - Medium Density",FALSE
848,75,"Urban - Medium Density",TRUE
849,32,"Rural",TRUE
850,76,"Urban - High Density",FALSE
851,56,"Urban - High Density",TRUE
852,40,"Urban - Medium Density",FALSE
853,34,"Urban - High Density",TRUE
854,67,"Urban - High Density",FALSE
855,26,"Urban - High Density",TRUE
856,30,"Urban - High Density",TRUE
857,26,"Urban - Medium Density",TRUE
858,48,"Urban - High Density",FALSE
859,38,"Urban - Medium Density",FALSE
860,32,"Urban - Medium Density",TRUE
861,25,"Urban - High Density",FALSE
862,33,"Urban - Medium Density",TRUE
863,39,"Urban - High Density",FALSE
864,65,"Urban - Medium Density",TRUE
865,27,"Urban - High Density",TRUE
866,18,"Urban - High Density",TRUE
867,46,"Urban - High Density",FALSE
868,36,"Urban - Medium Density",TRUE
869,77,"Urban - High Density",FALSE
870,49,"Urban - Medium Density",TRUE
871,43,"Rural",TRUE
872,51,"Urban - Medium Density",FALSE
873,41,"Urban - High Density",FALSE
874,5,"Urban - Medium Density",TRUE
875,36,"Urban - Medium Density",TRUE
876,57,"Urban - High Density",TRUE
877,50,"Urban - High Density",FALSE
878,27,"Urban - High Density",TRUE
879,28,"Urban - High Density",TRUE
880,65,"Urban - Medium Density",TRUE
881,79,"Urban - Medium Density",FALSE
882,48,"Urban - High Density",FALSE
883,39,"Urban - High Density",FALSE
884,24,"Rural",TRUE
885,46,"",FALSE
886,46,"Urban - High Density",TRUE
887,75,"Urban - Medium Density",TRUE
888,38,"Urban - Medium Density",TRUE
889,52,"Urban - Medium Density",FALSE
890,58,"Urban - High Density",NA
891,34,"Urban - High Density",TRUE
892,31,"Urban - High Density",TRUE
893,54,"Unknown",TRUE
894,65,"Urban - Medium Density",FALSE
895,34,"Urban - Medium Density",TRUE
896,19,"Urban - High Density",TRUE
897,66,"Urban - High Density",FALSE
898,50,"Urban - High Density",TRUE
899,49,"Urban - High Density",TRUE
900,44,"Urban - High Density",FALSE
901,69,"Urban - High Density",FALSE
902,68,"Urban - High Density",TRUE
903,55,"Urban - High Density",TRUE
904,20,"Urban - Medium Density",TRUE
905,20,"Rural",TRUE
906,32,"Urban - Medium Density",TRUE
907,32,"Urban - High Density",FALSE
908,76,"Urban - High Density",TRUE
909,26,"Urban - High Density",FALSE
910,29,"Urban - High Density",FALSE
911,48,"Urban - Medium Density",TRUE
912,49,"Unknown",TRUE
913,79,"Rural",FALSE
914,25,"Urban - High Density",TRUE
915,53,"Urban - High Density",TRUE
916,27,"Urban - High Density",TRUE
917,50,"Urban - High Density",FALSE
918,74,"Urban - Medium Density",NA
919,48,"Urban - Medium Density",TRUE
920,58,"Urban - High Density",TRUE
921,26,"Urban - High Density",TRUE
922,19,"Urban - High Density",TRUE
923,62,"Urban - Medium Density",FALSE
924,71,"Unknown",TRUE
925,29,"Unknown",FALSE
926,66,"Rural",FALSE
927,42,"Urban - High Density",FALSE
928,64,"Urban - High Density",TRUE
929,44,"Urban - High Density",FALSE
930,53,"Rural",TRUE
931,34,"Urban - Medium Density",FALSE
932,36,"Urban - High Density",TRUE
933,64,"Urban - High Density",TRUE
934,21,"Urban - Medium Density",FALSE
935,31,"Urban - Medium Density",FALSE
936,77,"Urban - High Density",TRUE
937,45,"Urban - High Density",NA
938,77,"Urban - High Density",FALSE
939,60,"Urban - Medium Density",TRUE
940,67,"Urban - Medium Density",FALSE
941,57,"Urban - High Density",FALSE
942,35,"Urban - High Density",NA
943,55,"Urban - Medium Density",FALSE
944,36,"Urban - High Density",TRUE
945,73,"Urban - High Density",FALSE
946,58,"Urban - High Density",TRUE
947,5,"Urban - High Density",TRUE
948,49,"Rural",TRUE
949,29,"Urban - High Density",FALSE
950,63,"Urban - High Density",FALSE
951,35,"Urban - Medium Density",TRUE
952,19,"Urban - Medium Density",FALSE
953,19,"Urban - Medium Density",NA
954,80,"Urban - Medium Density",FALSE
955,51,"Urban - Medium Density",TRUE
956,32,"Rural",TRUE
957,54,"Rural",TRUE
958,74,"Urban - Medium Density",TRUE
959,24,"Urban - Medium Density",FALSE
960,46,"Urban - High Density",TRUE
961,56,"Urban - High Density",TRUE
962,46,"Urban - High Density",TRUE
963,50,"Urban - High Density",TRUE
964,64,"Urban - High Density",TRUE
965,53,"Urban - High Density",TRUE
966,32,"Urban - High Density",TRUE
967,62,"Rural",TRUE
968,68,"Urban - Medium Density",TRUE
969,31,"Urban - High Density",NA
970,30,"Urban - Medium Density",TRUE
971,37,"Urban - High Density",TRUE
972,23,"Urban - Medium Density",TRUE
973,80,"Urban - Medium Density",TRUE
974,20,"Urban - High Density",TRUE
975,24,"Urban - Medium Density",FALSE
976,46,"Urban - Medium Density",TRUE
977,56,"Urban - High Density",TRUE
978,47,"Urban - Medium Density",TRUE
979,68,"Urban - Medium Density",TRUE
980,38,"Urban - High Density",TRUE
981,73,"Rural",NA
982,38,"Urban - High Density",TRUE
983,40,"Rural",TRUE
984,53,"Rural",TRUE
985,45,"Urban - High Density",TRUE
986,53,"Urban - High Density",TRUE
987,19,"Urban - Medium Density",TRUE
988,41,"Urban - Medium Density",TRUE
989,54,"Urban - High Density",FALSE
990,42,"Urban - High Density",TRUE
991,77,"Urban - High Density",TRUE
992,36,"Urban - High Density",TRUE
993,32,"Unknown",FALSE
994,39,"Urban - High Density",TRUE
995,22,"Rural",TRUE
996,48,"Rural",TRUE
997,39,"Urban - High Density",TRUE
998,61,"Urban - Medium Density",FALSE
999,42,"Urban - High Density",FALSE
1000,27,"Urban - Medium Density",FALSE
1001,64,"Urban - High Density",FALSE
1002,23,"Urban - High Density",FALSE
1003,20,"",TRUE
1004,41,"Urban - High Density",FALSE
1005,35,"Urban - Medium Density",TRUE
1006,44,"Urban - Medium Density",TRUE
1007,71,"Urban - High Density",FALSE
1008,24,"Urban - High Density",TRUE
1009,64,"Rural",NA
1010,65,"Urban - High Density",FALSE
1011,57,"Urban - High Density",TRUE
1012,26,"Urban - High Density",TRUE
1013,80,"Urban - Medium Density",TRUE
1014,77,"Urban - High Density",TRUE
1015,29,"Rural",TRUE
1016,52,"Urban - Medium Density",FALSE
1017,25,"Urban - High Density",TRUE
1018,64,"Urban - High Density",TRUE
1019,67,"Rural",TRUE
1020,37,"Urban - High Density",TRUE
1021,59,"Urban - Medium Density",NA
1022,26,"Urban - High Density",FALSE
1023,33,"Urban - High Density",FALSE
1024,27,"",FALSE
1025,18,"Urban - Medium Density",TRUE
1026,74,"Urban - Medium Density",FALSE
1027,61,"Urban - High Density",TRUE
1028,78,"Urban - High Density",FALSE
1029,64,"Urban - High Density",TRUE
1030,45,"Urban - Medium Density",TRUE
1031,51,"Urban - Medium Density",FALSE
1032,68,"Urban - High Density",FALSE
1033,44,"Urban - High Density",TRUE
1034,52,"Rural",FALSE
1035,76,"Urban - High Density",FALSE
1036,57,"Unknown",NA
1037,69,"Rural",TRUE
1038,57,"Unknown",TRUE
1039,70,"Urban - High Density",TRUE
1040,77,"Urban - High Density",NA
1041,61,"Rural",FALSE
1042,44,"Urban - Medium Density",FALSE
1043,66,"Unknown",TRUE
1044,47,"Unknown",FALSE
1045,5,"Urban - Medium Density",TRUE
1046,49,"Urban - High Density",TRUE
1047,25,"Urban - Medium Density",TRUE
1048,20,"Urban - High Density",NA
1049,70,"Urban - High Density",TRUE
1050,120,"Rural",FALSE
1051,42,"Urban - Medium Density",TRUE
1052,77,"Urban - Medium Density",TRUE
1053,26,"Urban - High Density",FALSE
1054,79,"Urban - Medium Density",TRUE
1055,78,"Urban - Medium Density",FALSE
1056,57,"Urban - High Density",FALSE
1057,28,"Urban - High Density",FALSE
1058,79,"Rural",FALSE
1059,72,"Urban - Medium Density",TRUE
1060,46,"Urban - High Density",FALSE
1061,66,"Urban - Medium Density",TRUE
1062,32,"Rural",FALSE
1063,65,"Rural",TRUE
1064,77,"Urban - High Density",TRUE
1065,74,"Unknown",FALSE
1066,73,"Rural",TRUE
1067,62,"Urban - High Density",TRUE
1068,47,"Rural",FALSE
1069,5,"Rural",FALSE
1070,33,"Urban - High Density",TRUE
1071,51,"Urban - High Density",TRUE
1072,42,"Rural",FALSE
1073,57,"Urban - High Density",TRUE
1074,43,"Urban - High Density",FALSE
1075,48,"Rural",FALSE
1076,47,"",TRUE
1077,59,"Urban - High Density",TRUE
1078,77,"Urban - High Density",TRUE
1079,52,"Urban - Medium Density",TRUE
1080,55,"Rural",TRUE
1081,29,"Urban - High Density",FALSE
1082,71,"Urban - Medium Density",TRUE
1083,63,"Urban - High Density",NA
1084,18,"Rural",TRUE
1085,38,"Urban - High Density",TRUE
1086,76,"Urban - High Density",TRUE
1087,77,"Urban - High Density",FALSE
1088,23,"Rural",TRUE
1089,75,"Urban - High Density",TRUE
1090,64,"Urban - High Density",FALSE
1091,43,"Urban - Medium Density",NA
1092,43,"Urban - Medium Density",TRUE
1093,59,"Urban - Medium Density",TRUE
1094,66,"Urban - Medium Density",TRUE
1095,66,"Urban - Medium Density",TRUE
1096,46,"Rural",FALSE
1097,56,"Urban - High Density",FALSE
1098,72,"Urban - High Density",TRUE
1099,61,"Rural",TRUE
1100,66,"Urban - Medium Density",FALSE
1101,75,"Rural",TRUE
1102,77,"Urban - High Density",TRUE
1103,70,"Urban - High Density",TRUE
1104,37,"Urban - Medium Density",TRUE
1105,39,"Rural",FALSE
1106,27,"Urban - High Density",FALSE
1107,59,"Urban - High Density",TRUE
1108,35,"Urban - High Density",TRUE
1109,76,"Urban - High Density",TRUE
1110,64,"Urban - High Density",TRUE
1111,59,"Urban - High Density",TRUE
1112,52,"Urban - High Density",TRUE
1113,34,"Urban - High Density",FALSE
1114,71,"Urban - High Density",TRUE
1115,20,"Rural",NA
1116,31,"Urban - Medium Density",FALSE
1117,71,"Urban - Medium Density",FALSE
1118,41,"Urban - High Density",TRUE
1119,60,"Urban - Medium Density",FALSE
1120,53,"Urban - Medium Density",NA
1121,25,"Urban - High Density",TRUE
1122,55,"Urban - High Density",TRUE
1123,25,"Urban - Medium Density",FALSE
1124,53,"Urban - Medium Density",FALSE
1125,66,"Urban - Medium Density",FALSE
1126,44,"Urban - High Density",FALSE
1127,69,"Rural",TRUE
1128,79,"Urban - High Density",TRUE
1129,34,"Urban - High Density",TRUE
1130,34,"Urban - Medium Density",TRUE
1131,48,"Rural",TRUE
1132,53,"Urban - Medium Density",FALSE
1133,79,"Urban - High Density",TRUE
1134,52,"Urban - High Density",TRUE
1135,41,"Unknown",TRUE
1136,62,"Urban - High Density",TRUE
1137,52,"Urban - High Density",TRUE
1138,47,"Urban - High Density",TRUE
1139,60,"Urban - Medium Density",TRUE
1140,55,"Rural",TRUE
1141,51,"Urban - Medium Density",FALSE
1142,71,"Urban - High Density",TRUE
1143,65,"Urban - High Density",TRUE
1144,55,"Rural",TRUE
1145,43,"Rural",TRUE
1146,71,"Urban - High Density",TRUE
1147,69,"Urban - Medium Density",FALSE
1148,70,"Urban - High Density",TRUE
1149,51,"Urban - Medium Density",TRUE
1150,61,"Rural",FALSE
1151,43,"Urban - Medium Density",FALSE
1152,27,"Rural",TRUE
1153,26,"Rural",FALSE
1154,45,"Urban - High Density",TRUE
1155,26,"Urban - Medium Density",TRUE
1156,32,"Urban - High Density",FALSE
1157,38,"Rural",FALSE
1158,69,"Urban - Medium Density",FALSE
1159,19,"Urban - High Density",FALSE
1160,56,"",TRUE
1161,63,"Urban - Medium Density",FALSE
1162,22,"Urban - High Density",TRUE
1163,66,"Urban - Medium Density",TRUE
1164,39,"Urban - High Density",FALSE
1165,79,"Rural",TRUE
1166,75,"Urban - High Density",TRUE
1167,31,"Urban - High Density",FALSE
1168,62,"Urban - High Density",FALSE
1169,44,"Urban - Medium Density",FALSE
1170,76,"Urban - High Density",NA
1171,77,"Urban - High Density",NA
1172,40,"Urban - High Density",TRUE
1173,38,"Rural",NA
1174,34,"Urban - High Density",FALSE
1175,26,"Urban - High Density",TRUE
1176,27,"Urban - High Density",TRUE
1177,77,"Unknown",TRUE
1178,22,"Urban - High Density",TRUE
1179,28,"Urban - Medium Density",FALSE
1180,27,"Urban - High Density",TRUE
1181,51,"Urban - High Density",NA
1182,49,"Urban - Medium Density",TRUE
1183,76,"Rural",TRUE
1184,71,"Urban - High Density",TRUE
1185,29,"Urban - High Density",TRUE
1186,31,"Urban - High Density",FALSE
1187,36,"Urban - Medium Density",NA
1188,23,"Urban - High Density",TRUE
1189,48,"Urban - Medium Density",NA
1190,33,"Urban - Medium Density",TRUE
1191,31,"Urban - Medium Density",FALSE
1192,19,"Urban - High Density",TRUE
1193,54,"Urban - High Density",TRUE
1194,77,"Urban - High Density",TRUE
1195,51,"Urban - High Density",TRUE
1196,38,"Urban - High Density",TRUE
1197,34,"Urban - High Density",FALSE
1198,33,"Urban - High Density",FALSE
1199,72,"Urban - High Density",NA
1200,63,"Urban - High Density",TRUE
1201,38,"Urban - Medium Density",TRUE
1202,26,"Urban - High Density",TRUE
1203,120,"Urban - High Density",TRUE
1204,61,"Urban - Medium Density",TRUE
1205,32,"Urban - High Density",FALSE
1206,37,"Urban - High Density",FALSE
1207,40,"",FALSE
1208,70,"Unknown",TRUE
1209,75,"Urban - Medium Density",TRUE
1210,50,"Urban - High Density",TRUE
1211,57,"Unknown",FALSE
1212,30,"Urban - Medium Density",NA
1213,30,"Rural",FALSE
1214,51,"Urban - High Density",TRUE
1215,40,"Urban - High Density",TRUE
1216,56,"Urban - Medium Density",FALSE
1217,20,"Urban - High Density",FALSE
1218,120,"Urban - Medium Density",TRUE
1219,66,"Urban - High Density",FALSE
1220,48,"Rural",NA
1221,22,"Urban - Medium Density",FALSE
1222,30,"Rural",TRUE
1223,26,"Rural",TRUE
1224,63,"Urban - High Density",TRUE
1225,40,"Urban - High Density",FALSE
1226,25,"Urban - High Density",NA
1227,43,"Urban - High Density",FALSE
1228,21,"Urban - High Density",FALSE
1229,27,"Rural",TRUE
1230,34,"Rural",FALSE
1231,50,"Urban - High Density",FALSE
1232,23,"Urban - Medium Density",TRUE
1233,70,"Unknown",FALSE
1234,63,"Urban - High Density",FALSE
1235,120,"Urban - Medium Density",TRUE
1236,68,"Urban - Medium Density",TRUE
1237,46,"Urban - High Density",TRUE
1238,44,"Urban - High Density",FALSE
1239,48,"Urban - Medium Density",FALSE
1240,42,"Rural",TRUE
1241,40,"Urban - Medium Density",TRUE
1242,71,"Rural",FALSE
1243,55,"Urban - High Density",TRUE
1244,78,"Urban - High Density",TRUE
1245,25,"Urban - High Density",FALSE
1246,30,"Urban - Medium Density",FALSE
1247,57,"Urban - High Density",TRUE
1248,39,"Urban - Medium Density",FALSE
1249,55,"Urban - High Density",TRUE
1250,120,"Rural",TRUE
1251,33,"Urban - Medium Density",TRUE
1252,120,"Urban - High Density",TRUE
1253,75,"Rural",TRUE
1254,34,"Urban - Medium Density",FALSE
1255,56,"Unknown",FALSE
1256,20,"Urban - High Density",TRUE
1257,21,"Urban - High Density",FALSE
1258,42,"Urban - High Density",FALSE
1259,27,"Urban - Medium Density",FALSE
1260,29,"Urban - Medium Density",FALSE
1261,120,"Urban - High Density",TRUE
1262,30,"Urban - High Density",TRUE
1263,76,"Rural",TRUE
1264,39,"Urban - High Density",TRUE
1265,18,"Urban - Medium Density",TRUE
1266,49,"Urban - High Density",TRUE
1267,58,"Rural",TRUE
1268,55,"Urban - Medium Density",TRUE
1269,74,"Urban - High Density",FALSE
1270,45,"Urban - Medium Density",TRUE
1271,31,"Urban - Medium Density",FALSE
1272,24,"Urban - High Density",TRUE
1273,72,"Urban - Medium Density",TRUE
1274,79,"Urban - High Density",FALSE
1275,62,"Rural",FALSE
1276,70,"Urban - High Density",FALSE
1277,59,"Urban - High Density",TRUE
1278,73,"Urban - Medium Density",FALSE
1279,63,"Rural",TRUE
1280,55,"Urban - Medium Density",TRUE
1281,77,"Urban - High Density",TRUE
1282,21,"Urban - Medium Density",FALSE
1283,37,"Urban - High Density",FALSE
1284,53,"Urban - High Density",FALSE
1285,51,"Urban - Medium Density",FALSE
1286,30,"Urban - High Density",TRUE
1287,64,"Urban - High Density",TRUE
1288,42,"Urban - High Density",TRUE
1289,72,"Urban - High Density",FALSE
1290,29,"Urban - High Density",TRUE
1291,18,"Rural",TRUE
1292,79,"Urban - High Density",TRUE
1293,57,"Unknown",TRUE
1294,34,"Urban - High Density",FALSE
1295,46,"Rural",FALSE
1296,59,"Urban - High Density",TRUE
1297,41,"Urban - High Density",FALSE
1298,44,"Urban - High Density",FALSE
1299,54,"Urban - Medium Density",TRUE
1300,36,"Urban - High Density",TRUE
1301,72,"Urban - Medium Density",FALSE
1302,19,"Urban - High Density",TRUE
1303,25,"Urban - High Density",TRUE
1304,70,"Urban - High Density",TRUE
1305,50,"Urban - Medium Density",FALSE
1306,54,"Urban - Medium Density",FALSE
1307,45,"Urban - High Density",TRUE
1308,36,"Urban - High Density",FALSE
1309,53,"Urban - High Density",FALSE
1310,120,"Urban - High Density",TRUE
1311,61,"Urban - Medium Density",FALSE
1312,51,"Urban - High Density",TRUE
1313,69,"Urban - High Density",TRUE
1314,25,"Urban - Medium Density",FALSE
1315,52,"Urban - High Density",FALSE
1316,59,"Urban - High Density",TRUE
1317,22,"Urban - High Density",TRUE
1318,26,"Unknown",TRUE
1319,120,"Urban - Medium Density",TRUE
1320,28,"Urban - Medium Density",TRUE
1321,47,"Urban - Medium Density",TRUE
1322,26,"Urban - Medium Density",TRUE
1323,55,"Urban - Medium Density",FALSE
1324,55,"Rural",TRUE
1325,21,"Urban - High Density",FALSE
1326,20,"Urban - High Density",FALSE
1327,44,"Rural",FALSE
1328,63,"Urban - High Density",TRUE
1329,75,"Rural",TRUE
1330,80,"Urban - High Density",TRUE
1331,25,"Urban - Medium Density",TRUE
1332,120,"Urban - Medium Density",TRUE
1333,78,"Urban - Medium Density",TRUE
1334,30,"Urban - High Density",FALSE
1335,76,"Urban - Medium Density",TRUE
1336,30,"Urban - High Density",FALSE
1337,64,"Urban - Medium Density",FALSE
1338,50,"Urban - High Density",FALSE
1339,72,"Urban - Medium Density",TRUE
1340,65,"Urban - Medium Density",FALSE
1341,23,"Urban - Medium Density",FALSE
1342,23,"Urban - High Density",TRUE
1343,19,"Urban - Medium Density",TRUE
1344,30,"Rural",TRUE
1345,49,"Urban - High Density",TRUE
1346,42,"Urban - High Density",TRUE
1347,28,"Rural",FALSE
1348,23,"Urban - High Density",TRUE
1349,40,"Urban - High Density",FALSE
1350,79,"Urban - Medium Density",TRUE
1351,68,"Urban - High Density",FALSE
1352,68,"Urban - High Density",TRUE
1353,41,"Urban - High Density",FALSE
1354,27,"Urban - Medium Density",FALSE
1355,60,"Urban - Medium Density",FALSE
1356,31,"Urban - Medium Density",NA
1357,25,"Rural",FALSE
1358,20,"Urban - Medium Density",NA
1359,62,"Urban - Medium Density",TRUE
1360,21,"Urban - High Density",FALSE
1361,36,"Urban - High Density",TRUE
1362,41,"Urban - High Density",TRUE
1363,58,"Urban - Medium Density",TRUE
1364,39,"Urban - Medium Density",FALSE
1365,80,"Urban - High Density",TRUE
1366,50,"Urban - High Density",FALSE
1367,77,"Urban - High Density",FALSE
1368,43,"Urban - High Density",FALSE
1369,67,"Urban - High Density",FALSE
1370,38,"Urban - High Density",FALSE
1371,30,"Urban - High Density",FALSE
1372,54,"Urban - High Density",TRUE
1373,70,"Rural",FALSE
1374,31,"Urban - High Density",TRUE
1375,35,"Urban - High Density",TRUE
1376,43,"Urban - High Density",FALSE
1377,18,"Urban - High Density",TRUE
1378,60,"Urban - Medium Density",FALSE
1379,76,"Urban - Medium Density",FALSE
1380,72,"Urban - High Density",TRUE
1381,75,"Rural",TRUE
1382,20,"Rural",FALSE
1383,27,"Urban - High Density",TRUE
1384,20,"Urban - Medium Density",TRUE
1385,77,"Urban - High Density",TRUE
1386,80,"Rural",TRUE
1387,26,"Urban - High Density",TRUE
1388,54,"Urban - Medium Density",TRUE
1389,44,"Urban - High Density",TRUE
1390,20,"Rural",NA
1391,56,"Rural",FALSE
1392,41,"Rural",TRUE
1393,43,"Urban - High Density",FALSE
1394,62,"Urban - High Density",TRUE
1395,19,"Urban - High Density",TRUE
1396,79,"Urban - High Density",FALSE
1397,37,"Urban - High Density",TRUE
1398,21,"Urban - Medium Density",TRUE
1399,72,"Urban - High Density",FALSE
1400,80,"Rural",TRUE
1401,50,"Urban - Medium Density",TRUE
1402,55,"Urban - Medium Density",TRUE
1403,120,"Rural",TRUE
1404,61,"Urban - Medium Density",FALSE
1405,34,"Rural",TRUE
1406,48,"Urban - High Density",FALSE
1407,18,"Urban - High Density",FALSE
1408,52,"Unknown",TRUE
1409,79,"Urban - High Density",TRUE
1410,76,"Urban - Medium Density",FALSE
1411,74,"Urban - High Density",TRUE
1412,79,"Urban - Medium Density",FALSE
1413,28,"Urban - Medium Density",NA
1414,32,"Urban - High Density",FALSE
1415,68,"Urban - High Density",FALSE
1416,23,"Urban - High Density",FALSE
1417,52,"Urban - Medium Density",FALSE
1418,27,"Urban - High Density",FALSE
1419,20,"Urban - High Density",TRUE
1420,72,"Urban - Medium Density",TRUE
1421,65,"Urban - High Density",FALSE
1422,66,"Urban - High Density",TRUE
1423,50,"Urban - High Density",TRUE
1424,20,"Urban - Medium Density",TRUE
1425,52,"Urban - High Density",TRUE
1426,70,"Unknown",TRUE
1427,41,"Urban - High Density",FALSE
1428,75,"Urban - Medium Density",TRUE
1429,71,"Urban - High Density",TRUE
1430,46,"Urban - High Density",TRUE
1431,67,"Urban - High Density",TRUE
1432,24,"Urban - Medium Density",FALSE
1433,24,"Urban - Medium Density",FALSE
1434,68,"Rural",TRUE
1435,32,"Urban - Medium Density",FALSE
1436,39,"Urban - Medium Density",TRUE
1437,78,"Urban - High Density",TRUE
1438,76,"Urban - High Density",FALSE
1439,42,"Urban - High Density",TRUE
1440,43,"Urban - High Density",TRUE
1441,29,"Urban - High Density",FALSE
1442,28,"Rural",TRUE
1443,62,"Urban - High Density",FALSE
1444,29,"Urban - Medium Density",TRUE
1445,24,"Urban - High Density",FALSE
1446,63,"Urban - High Density",FALSE
1447,74,"Urban - High Density",TRUE
1448,79,"Rural",FALSE
1449,60,"Urban - High Density",FALSE
1450,72,"Urban - High Density",TRUE
1451,61,"Urban - High Density",TRUE
1452,72,"Urban - High Density",FALSE
1453,60,"Urban - Medium Density",TRUE
1454,35,"Urban - Medium Density",TRUE
1455,58,"Rural",TRUE
1456,23,"Urban - Medium Density",FALSE
1457,30,"Urban - Medium Density",FALSE
1458,36,"Urban - Medium Density",TRUE
1459,65,"Rural",FALSE
1460,73,"",FALSE
1461,76,"Urban - High Density",TRUE
1462,48,"Urban - High Density",TRUE
1463,76,"Rural",TRUE
1464,38,"Urban - High Density",FALSE
1465,43,"Urban - Medium Density",TRUE
1466,19,"Rural",FALSE
1467,25,"Urban - High Density",FALSE
1468,44,"Rural",TRUE
1469,62,"Urban - Medium Density",TRUE
1470,120,"Urban - High Density",FALSE
1471,22,"Urban - High Density",FALSE
1472,56,"Urban - High Density",NA
1473,5,"Rural",TRUE
1474,26,"Urban - High Density",NA
1475,29,"Urban - High Density",TRUE
1476,23,"Rural",NA
1477,23,"Urban - High Density",TRUE
1478,78,"Urban - Medium Density",TRUE
1479,78,"Urban - High Density",TRUE
1480,65,"Urban - High Density",FALSE
1481,23,"Urban - High Density",TRUE
1482,53,"Urban - Medium Density",NA
1483,76,"Unknown",TRUE
1484,63,"Urban - High Density",FALSE
1485,74,"Rural",TRUE
1486,52,"Urban - High Density",TRUE
1487,71,"Urban - Medium Density",TRUE
1488,67,"Urban - High Density",FALSE
1489,18,"Urban - Medium Density",TRUE
1490,49,"Urban - High Density",FALSE
1491,5,"Urban - Medium Density",FALSE
1492,55,"Rural",TRUE
1493,73,"Urban - Medium Density",FALSE
1494,18,"Urban - High Density",FALSE
1495,21,"Rural",FALSE
1496,35,"Urban - High Density",TRUE
1497,34,"Rural",TRUE
1498,33,"Urban - Medium Density",FALSE
1499,31,"Urban - High Density",TRUE
1500,26,"Urban - Medium Density",FALSE
1501,53,"Urban - High Density",TRUE
1502,51,"Urban - Medium Density",FALSE
1503,43,"Urban - High Density",FALSE
1504,70,"Urban - Medium Density",FALSE
1505,76,"Urban - High Density",TRUE
1506,36,"Rural",TRUE
1507,25,"Urban - High Density",TRUE
1508,35,"Urban - High Density",FALSE
1509,56,"Rural",TRUE
1510,62,"Urban - Medium Density",NA
1511,45,"Urban - High Density",FALSE
1512,65,"Urban - Medium Density",TRUE
1513,43,"Urban - High Density",TRUE
1514,36,"Unknown",TRUE
1515,73,"Urban - High Density",FALSE
1516,70,"Urban - Medium Density",TRUE
1517,34,"Urban - High Density",TRUE
1518,30,"Urban - High Density",TRUE
1519,57,"Rural",FALSE
1520,68,"Urban - Medium Density",TRUE
1521,33,"Urban - High Density",FALSE
1522,56,"Urban - Medium Density",FALSE
1523,80,"Urban - High Density",TRUE
1524,22,"Urban - High Density",FALSE
1525,61,"Urban - High Density",FALSE
1526,50,"Urban - High Density",FALSE
1527,28,"Rural",FALSE
1528,43,"Urban - Medium Density",FALSE
1529,23,"Unknown",TRUE
1530,66,"Urban - High Density",TRUE
1531,58,"Urban - High Density",TRUE
1532,71,"Urban - High Density",TRUE
1533,26,"Urban - Medium Density",FALSE
1534,25,"Urban - High Density",NA
1535,79,"Urban - High Density",FALSE
1536,61,"Urban - Medium Density",TRUE
1537,120,"Rural",TRUE
1538,74,"Urban - High Density",TRUE
1539,40,"Urban - Medium Density",FALSE
1540,38,"Rural",FALSE
1541,35,"Urban - High Density",TRUE
1542,50,"Urban - Medium Density",TRUE
1543,67,"Urban - High Density",TRUE
