"transaction_id","client_id","produit_id","quantite","date_achat","paiement_valide","temps_livraison_jours","nom","saison","local","prix_unitaire","montant_total","age","region","prefere_produit_local"
820,1809,36,5,2023-03-26,TRUE,5,"Raspberry","Summer",TRUE,5.87,29.35,71,"Urban - High Density",FALSE
821,1331,27,2,2023-09-16,TRUE,-2,"Peach","Winter",TRUE,13.88,27.76,25,"Urban - Medium Density",TRUE
822,7,40,10,2023-11-08,TRUE,1,"Orange","Winter",FALSE,3.87,38.7,29,"Urban - Medium Density",TRUE
823,1656,35,1,2023-05-15,TRUE,3,"Hazelnut","All Seasons",TRUE,6.96,6.96,70,"Urban - High Density",FALSE
824,473,2,8,2023-10-22,TRUE,50,"Grape","Unknown",TRUE,10.56,84.48,53,"Urban - Medium Density",TRUE
825,1007,22,5,2023-08-24,TRUE,2,"Green Bean","All Seasons",FALSE,-4.21,-21.05,71,"Urban - High Density",FALSE
826,1792,5,8,2023-08-17,TRUE,1,"Apricot","Summer",FALSE,10.18,81.44,21,"Urban - Medium Density",FALSE
827,602,41,10,2023-03-03,TRUE,1,"Strawberry","Summer",TRUE,4.94,49.4,44,"Urban - High Density",FALSE
828,1359,6,9,2023-12-24,TRUE,4,"Walnut","Summer",TRUE,-3.25,-29.25,62,"Urban - Medium Density",TRUE
829,307,34,4,2023-11-07,TRUE,3,"Celery","Winter",TRUE,5.77,23.08,58,"Urban - High Density",FALSE
830,430,50,10,2023-08-19,TRUE,1,"Sweet Potato","Unknown",FALSE,1.01,10.1,67,"Urban - Medium Density",TRUE
831,1869,32,6,2023-05-25,TRUE,2,"Raspberry","All Seasons",TRUE,12.49,74.94,37,"Urban - Medium Density",TRUE
832,964,42,4,2023-11-03,TRUE,1,"Pomegranate","Winter",TRUE,10.95,43.8,64,"Urban - High Density",TRUE
833,210,27,9,2023-03-25,TRUE,3,"Peach","Winter",TRUE,13.88,124.92,56,"Urban - High Density",TRUE
834,90,12,2,2023-08-01,TRUE,7,"Banana","All Seasons",TRUE,10.29,20.58,71,"Urban - High Density",TRUE
835,1211,27,8,2023-05-05,TRUE,2,"Peach","Winter",TRUE,13.88,111.04,57,"Unknown",FALSE
836,705,3,0,2023-10-10,NA,3,"Raspberry","Unknown",FALSE,10.26,0,28,"Urban - High Density",FALSE
837,1958,30,6,2023-04-27,TRUE,50,"Lychee","All Seasons",TRUE,1.21,7.26,49,"Unknown",FALSE
838,1226,4,-3,2023-08-29,TRUE,50,"Watermelon","Unknown",TRUE,12.08,-36.24,25,"Urban - High Density",NA
839,52,25,2,2023-05-17,TRUE,3,"Broccoli","All Seasons",TRUE,3.11,6.22,50,"Urban - Medium Density",TRUE
840,1314,20,9,2023-01-28,TRUE,2,"Corn","All Seasons",TRUE,12.25,110.25,25,"Urban - Medium Density",FALSE
841,1577,20,2,2023-06-05,TRUE,3,"Corn","All Seasons",TRUE,12.25,24.5,69,"Urban - Medium Density",TRUE
842,871,24,3,2023-10-10,TRUE,-2,"Asparagus","Winter",FALSE,2.01,6.03,43,"Rural",TRUE
843,1177,14,10,2023-10-16,TRUE,-2,"Fig","Summer",TRUE,3.67,36.7,77,"Unknown",TRUE
844,1178,36,3,2023-06-04,TRUE,50,"Raspberry","Summer",TRUE,5.87,17.61,22,"Urban - High Density",TRUE
845,155,33,6,2023-12-01,TRUE,1,"Banana","All Seasons",TRUE,13.25,79.5,41,"Urban - High Density",FALSE
846,634,29,5,2023-09-27,TRUE,3,"Orange","Summer",FALSE,9.07,45.35,56,"Urban - High Density",TRUE
847,561,29,0,2023-11-23,TRUE,2,"Orange","Summer",FALSE,9.07,0,75,"Urban - Medium Density",TRUE
848,1545,14,2,2023-04-29,TRUE,5,"Fig","Summer",TRUE,3.67,7.34,54,"Urban - High Density",FALSE
849,882,43,10,2023-08-08,TRUE,-2,"Pear","Unknown",TRUE,4.62,46.2,48,"Urban - High Density",FALSE
850,1973,32,4,2023-02-19,TRUE,3,"Raspberry","All Seasons",TRUE,12.49,49.96,35,"Urban - Medium Density",NA
851,1982,28,-3,2023-09-01,TRUE,6,"Raspberry","Unknown",TRUE,14.97,-44.91,51,"Urban - High Density",TRUE
852,53,31,10,2023-01-15,TRUE,4,"Chestnut","All Seasons",NA,0.13,1.3,55,"Rural",FALSE
853,1918,22,1,2023-05-11,TRUE,2,"Green Bean","All Seasons",FALSE,-4.21,-4.21,58,"Urban - High Density",TRUE
854,1756,39,10,2023-03-04,TRUE,1,"Mango","All Seasons",TRUE,10.84,108.4,73,"Urban - Medium Density",TRUE
855,1694,43,5,2023-05-02,TRUE,-2,"Pear","Unknown",TRUE,4.62,23.1,51,"Urban - High Density",TRUE
856,1056,1,9,2023-05-03,TRUE,-2,"Strawberry","Unknown",TRUE,4.42,39.78,57,"Urban - High Density",FALSE
857,701,45,4,2023-03-08,TRUE,2,"Apricot","All Seasons",TRUE,7.43,29.72,72,"Urban - Medium Density",TRUE
858,1573,5,8,2023-10-22,TRUE,6,"Apricot","Summer",FALSE,10.18,81.44,66,"Rural",TRUE
859,1679,23,4,2023-09-10,TRUE,3,"Corn","Winter",FALSE,1.53,6.12,51,"Urban - Medium Density",FALSE
860,245,24,3,2023-10-27,TRUE,4,"Asparagus","Winter",FALSE,2.01,6.03,27,"Urban - High Density",TRUE
861,1407,37,-3,2023-11-26,TRUE,7,"Radish","Unknown",TRUE,7.32,-21.96,18,"Urban - High Density",FALSE
862,72,6,7,2023-11-26,TRUE,5,"Walnut","Summer",TRUE,-3.25,-22.75,22,"Rural",TRUE
863,695,26,3,2023-09-05,TRUE,-2,"Mango","Summer",TRUE,-1.79,-5.37,35,"Urban - Medium Density",FALSE
864,1749,49,7,2023-10-31,TRUE,3,"Cherry","Summer",NA,1.84,12.88,41,"Rural",TRUE
865,1101,46,2,2023-11-17,FALSE,2,"Chestnut","All Seasons",TRUE,-4.08,-8.16,75,"Rural",TRUE
866,1440,2,0,2023-04-16,TRUE,2,"Grape","Unknown",TRUE,10.56,0,43,"Urban - High Density",TRUE
867,719,47,6,2023-02-19,TRUE,-2,"Mango","Summer",FALSE,2.32,13.92,54,"Urban - High Density",FALSE
868,1979,22,2,2023-05-10,TRUE,3,"Green Bean","All Seasons",FALSE,-4.21,-8.42,45,"Rural",NA
869,644,2,3,2023-11-13,TRUE,4,"Grape","Unknown",TRUE,10.56,31.68,43,"Urban - High Density",FALSE
870,97,16,6,2023-06-17,TRUE,5,"Chestnut","Summer",TRUE,3.39,20.34,63,"Rural",TRUE
871,1925,20,9,2023-02-11,TRUE,1,"Corn","All Seasons",TRUE,12.25,110.25,67,"Unknown",TRUE
872,1640,50,10,2023-08-04,TRUE,5,"Sweet Potato","Unknown",FALSE,1.01,10.1,33,"Urban - Medium Density",FALSE
873,308,14,4,2023-09-21,TRUE,-2,"Fig","Summer",TRUE,3.67,14.68,45,"Urban - Medium Density",TRUE
874,1766,39,6,2023-05-04,TRUE,4,"Mango","All Seasons",TRUE,10.84,65.04,31,"Urban - High Density",FALSE
875,506,2,-3,2023-01-01,TRUE,3,"Grape","Unknown",TRUE,10.56,-31.68,42,"Rural",TRUE
876,1075,23,1,2023-01-31,TRUE,7,"Corn","Winter",FALSE,1.53,1.53,48,"Rural",FALSE
877,1042,25,10,2023-08-10,TRUE,4,"Broccoli","All Seasons",TRUE,3.11,31.1,44,"Urban - Medium Density",FALSE
878,1615,18,4,2023-10-16,TRUE,5,"Apple","All Seasons",TRUE,14.07,56.28,61,"Urban - High Density",TRUE
879,39,18,4,2023-11-01,TRUE,5,"Apple","All Seasons",TRUE,14.07,56.28,31,"Unknown",FALSE
880,1492,41,4,2023-05-02,TRUE,5,"Strawberry","Summer",TRUE,4.94,19.76,55,"Rural",TRUE
881,783,39,0,2023-11-26,TRUE,6,"Mango","All Seasons",TRUE,10.84,0,25,"Urban - High Density",FALSE
882,474,4,9,2023-12-30,TRUE,3,"Watermelon","Unknown",TRUE,12.08,108.72,32,"Urban - High Density",TRUE
883,1153,10,0,2023-02-26,TRUE,6,"Blueberry","Summer",FALSE,4.44,0,26,"Rural",FALSE
884,966,35,0,2023-01-29,TRUE,7,"Hazelnut","All Seasons",TRUE,6.96,0,32,"Urban - High Density",TRUE
885,1238,31,8,2023-07-12,TRUE,1,"Chestnut","All Seasons",NA,0.13,1.04,44,"Urban - High Density",FALSE
886,884,35,0,2023-05-13,TRUE,7,"Hazelnut","All Seasons",TRUE,6.96,0,24,"Rural",TRUE
887,586,49,-3,2023-02-28,TRUE,3,"Cherry","Summer",NA,1.84,-5.52,78,"Urban - High Density",TRUE
888,1555,32,1,2023-06-19,TRUE,7,"Raspberry","All Seasons",TRUE,12.49,12.49,62,"Urban - Medium Density",TRUE
889,1036,37,-3,2023-09-30,TRUE,6,"Radish","Unknown",TRUE,7.32,-21.96,57,"Unknown",NA
890,241,14,4,2023-09-13,TRUE,7,"Fig","Summer",TRUE,3.67,14.68,65,"Urban - Medium Density",FALSE
891,727,39,3,2023-04-13,TRUE,6,"Mango","All Seasons",TRUE,10.84,32.52,78,"Urban - Medium Density",FALSE
892,1818,47,2,2023-01-07,TRUE,2,"Mango","Summer",FALSE,2.32,4.64,69,"Urban - High Density",FALSE
893,1558,33,0,2023-01-07,TRUE,-2,"Banana","All Seasons",TRUE,13.25,0,52,"Rural",FALSE
894,1428,15,3,2023-09-10,TRUE,50,"Cabbage","All Seasons",FALSE,3.34,10.02,75,"Urban - Medium Density",TRUE
895,820,28,8,2023-08-29,TRUE,7,"Raspberry","Unknown",TRUE,14.97,119.76,56,"Urban - Medium Density",TRUE
896,789,42,7,2023-04-06,TRUE,4,"Pomegranate","Winter",TRUE,10.95,76.65,25,"Rural",TRUE
897,380,39,10,2023-01-07,TRUE,50,"Mango","All Seasons",TRUE,10.84,108.4,60,"Urban - High Density",FALSE
898,467,48,7,2023-02-07,NA,4,"Blueberry","Winter",TRUE,0.78,5.46,79,"Urban - High Density",TRUE
899,15,2,8,2023-05-22,TRUE,6,"Grape","Unknown",TRUE,10.56,84.48,51,"Urban - Medium Density",TRUE
900,1075,24,2,2023-12-13,TRUE,6,"Asparagus","Winter",FALSE,2.01,4.02,48,"Rural",FALSE
901,792,6,7,2023-04-11,TRUE,7,"Walnut","Summer",TRUE,-3.25,-22.75,62,"Urban - Medium Density",TRUE
902,1951,18,6,2023-07-13,TRUE,50,"Apple","All Seasons",TRUE,14.07,84.42,33,"Urban - High Density",FALSE
903,708,18,2,2023-03-25,FALSE,2,"Apple","All Seasons",TRUE,14.07,28.14,68,"Unknown",TRUE
904,953,46,4,2023-08-11,TRUE,50,"Chestnut","All Seasons",TRUE,-4.08,-16.32,19,"Urban - Medium Density",NA
905,860,3,9,2023-01-05,TRUE,3,"Raspberry","Unknown",FALSE,10.26,92.34,32,"Urban - Medium Density",TRUE
906,1296,34,2,2023-08-13,TRUE,-2,"Celery","Winter",TRUE,5.77,11.54,59,"Urban - High Density",TRUE
907,1549,7,6,2023-06-17,TRUE,1,"Lettuce","Unknown",TRUE,8.68,52.08,57,"Urban - High Density",TRUE
908,305,44,-3,2023-05-18,TRUE,3,"Apple","Summer",TRUE,9.24,-27.72,24,"Urban - High Density",TRUE
909,940,41,7,2023-12-01,TRUE,50,"Strawberry","Summer",TRUE,4.94,34.58,67,"Urban - Medium Density",FALSE
910,1424,1,9,2023-11-14,TRUE,50,"Strawberry","Unknown",TRUE,4.42,39.78,20,"Urban - Medium Density",TRUE
911,829,49,0,2023-07-28,TRUE,4,"Cherry","Summer",NA,1.84,0,59,"Urban - High Density",TRUE
912,1403,9,9,2023-05-10,TRUE,5,"Onion","Unknown",TRUE,5.01,45.09,120,"Rural",TRUE
913,52,3,8,2023-07-19,TRUE,4,"Raspberry","Unknown",FALSE,10.26,82.08,50,"Urban - Medium Density",TRUE
914,298,28,6,2023-12-13,TRUE,3,"Raspberry","Unknown",TRUE,14.97,89.82,31,"Urban - High Density",TRUE
915,658,30,4,2023-06-29,TRUE,1,"Lychee","All Seasons",TRUE,1.21,4.84,28,"Rural",FALSE
916,371,23,9,2023-10-28,TRUE,4,"Corn","Winter",FALSE,1.53,13.77,39,"Urban - High Density",TRUE
917,1054,9,2,2023-01-03,TRUE,3,"Onion","Unknown",TRUE,5.01,10.02,79,"Urban - Medium Density",TRUE
918,1898,29,9,2023-10-08,TRUE,6,"Orange","Summer",FALSE,9.07,81.63,37,"Urban - Medium Density",FALSE
919,1494,41,-3,2023-11-23,TRUE,50,"Strawberry","Summer",TRUE,4.94,-14.82,18,"Urban - High Density",FALSE
920,496,39,2,2023-02-03,TRUE,5,"Mango","All Seasons",TRUE,10.84,21.68,120,"Urban - High Density",FALSE
921,199,33,0,2023-04-01,TRUE,3,"Banana","All Seasons",TRUE,13.25,0,51,"Urban - High Density",TRUE
922,318,29,0,2023-09-25,TRUE,2,"Orange","Summer",FALSE,9.07,0,120,"Urban - High Density",TRUE
923,1851,42,9,2023-02-24,TRUE,6,"Pomegranate","Winter",TRUE,10.95,98.55,58,"Urban - High Density",TRUE
924,443,19,1,2023-12-05,TRUE,5,"Banana","Winter",TRUE,-0.17,-0.17,19,"Urban - Medium Density",FALSE
925,1492,21,6,2023-03-01,TRUE,1,"Sweet Potato","All Seasons",TRUE,12.3,73.8,55,"Rural",TRUE
926,1099,9,9,2023-03-12,TRUE,6,"Onion","Unknown",TRUE,5.01,45.09,61,"Rural",TRUE
927,695,15,1,2023-02-08,TRUE,50,"Cabbage","All Seasons",FALSE,3.34,3.34,35,"Urban - Medium Density",FALSE
928,371,44,1,2023-06-22,TRUE,5,"Apple","Summer",TRUE,9.24,9.24,39,"Urban - High Density",TRUE
929,1775,40,0,2023-11-28,TRUE,50,"Orange","Winter",FALSE,3.87,0,34,"Urban - Medium Density",TRUE
930,32,5,10,2023-02-20,TRUE,-2,"Apricot","Summer",FALSE,10.18,101.8,28,"Unknown",TRUE
931,560,13,4,2023-02-02,NA,7,"Cucumber","All Seasons",NA,8.17,32.68,52,"Urban - High Density",FALSE
932,103,24,2,2023-09-13,TRUE,1,"Asparagus","Winter",FALSE,2.01,4.02,57,"Urban - Medium Density",TRUE
933,1565,4,5,2023-01-03,TRUE,3,"Watermelon","Unknown",TRUE,12.08,60.4,42,"Urban - High Density",TRUE
934,426,43,9,2023-06-09,TRUE,1,"Pear","Unknown",TRUE,4.62,41.58,61,"Urban - High Density",FALSE
935,1666,31,3,2023-04-19,TRUE,-2,"Chestnut","All Seasons",NA,0.13,0.39,59,"Urban - Medium Density",FALSE
936,1788,40,0,2023-11-13,TRUE,6,"Orange","Winter",FALSE,3.87,0,48,"Urban - High Density",TRUE
937,221,9,7,2023-11-19,TRUE,3,"Onion","Unknown",TRUE,5.01,35.07,57,"Urban - Medium Density",NA
938,1309,5,5,2023-12-18,TRUE,4,"Apricot","Summer",FALSE,10.18,50.9,53,"Urban - High Density",FALSE
939,558,44,-3,2023-08-12,TRUE,50,"Apple","Summer",TRUE,9.24,-27.72,55,"Urban - High Density",FALSE
940,545,28,5,2023-02-25,TRUE,6,"Raspberry","Unknown",TRUE,14.97,74.85,80,"Urban - High Density",FALSE
941,685,11,8,2023-03-19,TRUE,2,"Strawberry","Summer",TRUE,5.35,42.8,38,"Urban - Medium Density",TRUE
942,512,3,10,2023-09-17,TRUE,2,"Raspberry","Unknown",FALSE,10.26,102.6,68,"Urban - Medium Density",NA
943,1539,14,5,2023-02-11,TRUE,7,"Fig","Summer",TRUE,3.67,18.35,40,"Urban - Medium Density",FALSE
944,528,36,5,2023-01-18,TRUE,6,"Raspberry","Summer",TRUE,5.87,29.35,120,"Urban - High Density",TRUE
945,201,31,4,2023-05-06,TRUE,50,"Chestnut","All Seasons",NA,0.13,0.52,63,"Urban - High Density",FALSE
946,1501,13,2,2023-02-08,TRUE,4,"Cucumber","All Seasons",NA,8.17,16.34,53,"Urban - High Density",TRUE
947,832,26,9,2023-04-10,TRUE,4,"Mango","Summer",TRUE,-1.79,-16.11,26,"Urban - High Density",FALSE
948,83,11,2,2023-12-04,TRUE,50,"Strawberry","Summer",TRUE,5.35,10.7,36,"Urban - High Density",TRUE
949,894,22,2,2023-10-20,TRUE,3,"Green Bean","All Seasons",FALSE,-4.21,-8.42,65,"Urban - Medium Density",FALSE
950,627,26,3,2023-04-04,TRUE,6,"Mango","Summer",TRUE,-1.79,-5.37,50,"Urban - Medium Density",FALSE
951,505,6,8,2023-06-05,TRUE,50,"Walnut","Summer",TRUE,-3.25,-26,29,"Urban - Medium Density",TRUE
952,1786,12,7,2023-05-26,NA,2,"Banana","All Seasons",TRUE,10.29,72.03,76,"Rural",TRUE
953,52,41,2,2023-02-25,TRUE,1,"Strawberry","Summer",TRUE,4.94,9.88,50,"Urban - Medium Density",TRUE
954,1608,26,1,2023-02-20,TRUE,1,"Mango","Summer",TRUE,-1.79,-1.79,23,"Urban - High Density",TRUE
955,1636,30,5,2023-09-18,TRUE,50,"Lychee","All Seasons",TRUE,1.21,6.05,66,"Urban - High Density",TRUE
956,1009,13,0,2023-02-14,TRUE,7,"Cucumber","All Seasons",NA,8.17,0,64,"Rural",NA
957,608,50,1,2023-05-09,TRUE,-2,"Sweet Potato","Unknown",FALSE,1.01,1.01,71,"Urban - Medium Density",TRUE
958,915,27,9,2023-07-20,TRUE,50,"Peach","Winter",TRUE,13.88,124.92,53,"Urban - High Density",TRUE
959,695,33,6,2023-05-29,TRUE,5,"Banana","All Seasons",TRUE,13.25,79.5,35,"Urban - Medium Density",FALSE
960,583,46,6,2023-02-12,TRUE,1,"Chestnut","All Seasons",TRUE,-4.08,-24.48,32,"Urban - High Density",TRUE
961,991,34,0,2023-01-24,TRUE,2,"Celery","Winter",TRUE,5.77,0,77,"Urban - High Density",TRUE
962,982,44,5,2023-08-02,TRUE,2,"Apple","Summer",TRUE,9.24,46.2,38,"Urban - High Density",TRUE
963,1185,26,8,2023-10-10,TRUE,2,"Mango","Summer",TRUE,-1.79,-14.32,29,"Urban - High Density",TRUE
964,1836,4,9,2023-11-26,TRUE,4,"Watermelon","Unknown",TRUE,12.08,108.72,40,"Urban - High Density",FALSE
965,1887,14,6,2023-07-19,TRUE,2,"Fig","Summer",TRUE,3.67,22.02,19,"Urban - High Density",FALSE
966,1559,14,2,2023-07-13,TRUE,1,"Fig","Summer",TRUE,3.67,7.34,27,"Urban - Medium Density",FALSE
967,1051,39,7,2023-11-29,TRUE,7,"Mango","All Seasons",TRUE,10.84,75.88,42,"Urban - Medium Density",TRUE
968,1968,25,9,2023-04-18,TRUE,7,"Broccoli","All Seasons",TRUE,3.11,27.99,77,"Urban - Medium Density",FALSE
969,403,34,8,2023-05-31,TRUE,2,"Celery","Winter",TRUE,5.77,46.16,22,"Urban - Medium Density",TRUE
970,496,32,4,2023-10-22,TRUE,2,"Raspberry","All Seasons",TRUE,12.49,49.96,120,"Urban - High Density",FALSE
971,1192,48,-3,2023-12-04,TRUE,-2,"Blueberry","Winter",TRUE,0.78,-2.34,19,"Urban - High Density",TRUE
972,892,3,10,2023-05-27,TRUE,6,"Raspberry","Unknown",FALSE,10.26,102.6,31,"Urban - High Density",TRUE
973,1228,19,7,2023-09-14,TRUE,3,"Banana","Winter",TRUE,-0.17,-1.19,21,"Urban - High Density",FALSE
974,962,25,1,2023-02-22,TRUE,1,"Broccoli","All Seasons",TRUE,3.11,3.11,46,"Urban - High Density",TRUE
975,267,36,0,2023-05-23,TRUE,4,"Raspberry","Summer",TRUE,5.87,0,23,"Urban - Medium Density",FALSE
976,265,29,1,2023-02-26,TRUE,3,"Orange","Summer",FALSE,9.07,9.07,68,"Urban - High Density",FALSE
977,1569,33,-3,2023-11-19,TRUE,-2,"Banana","All Seasons",TRUE,13.25,-39.75,58,"Urban - Medium Density",TRUE
978,1343,17,3,2023-09-13,TRUE,1,"Pea","All Seasons",TRUE,-2.07,-6.21,19,"Urban - Medium Density",TRUE
979,421,31,6,2023-07-20,TRUE,5,"Chestnut","All Seasons",NA,0.13,0.78,29,"Urban - Medium Density",TRUE
980,1146,25,-3,2023-09-03,TRUE,3,"Broccoli","All Seasons",TRUE,3.11,-9.33,71,"Urban - High Density",TRUE
981,1893,20,3,2023-04-14,TRUE,5,"Corn","All Seasons",TRUE,12.25,36.75,32,"Urban - High Density",FALSE
982,1007,6,5,2023-03-02,TRUE,1,"Walnut","Summer",TRUE,-3.25,-16.25,71,"Urban - High Density",FALSE
983,522,48,7,2023-08-12,TRUE,4,"Blueberry","Winter",TRUE,0.78,5.46,57,"Urban - High Density",TRUE
984,821,3,2,2023-01-13,TRUE,-2,"Raspberry","Unknown",FALSE,10.26,20.52,29,"Rural",TRUE
985,1506,10,7,2023-03-04,TRUE,50,"Blueberry","Summer",FALSE,4.44,31.08,36,"Rural",TRUE
986,927,22,-3,2023-04-15,FALSE,2,"Green Bean","All Seasons",FALSE,-4.21,12.63,42,"Urban - High Density",FALSE
987,1350,33,2,2023-12-31,TRUE,5,"Banana","All Seasons",TRUE,13.25,26.5,79,"Urban - Medium Density",TRUE
988,1306,41,9,2023-07-24,TRUE,6,"Strawberry","Summer",TRUE,4.94,44.46,54,"Urban - Medium Density",FALSE
989,1270,23,5,2023-05-13,TRUE,3,"Corn","Winter",FALSE,1.53,7.65,45,"Urban - Medium Density",TRUE
990,460,17,0,2023-05-16,FALSE,2,"Pea","All Seasons",TRUE,-2.07,0,75,"Urban - High Density",TRUE
991,458,25,9,2023-09-05,TRUE,4,"Broccoli","All Seasons",TRUE,3.11,27.99,47,"Urban - Medium Density",FALSE
992,1188,48,8,2023-11-13,TRUE,-2,"Blueberry","Winter",TRUE,0.78,6.24,23,"Urban - High Density",TRUE
993,237,11,2,2023-03-26,TRUE,5,"Strawberry","Summer",TRUE,5.35,10.7,45,"Urban - High Density",TRUE
994,1176,18,-3,2023-05-26,TRUE,3,"Apple","All Seasons",TRUE,14.07,-42.21,27,"Urban - High Density",TRUE
995,371,4,10,2023-08-02,TRUE,3,"Watermelon","Unknown",TRUE,12.08,120.8,39,"Urban - High Density",TRUE
996,1070,48,7,2023-09-06,TRUE,-2,"Blueberry","Winter",TRUE,0.78,5.46,33,"Urban - High Density",TRUE
997,1108,4,2,2023-01-05,TRUE,5,"Watermelon","Unknown",TRUE,12.08,24.16,35,"Urban - High Density",TRUE
998,718,6,6,2023-10-12,TRUE,4,"Walnut","Summer",TRUE,-3.25,-19.5,55,"Urban - Medium Density",FALSE
999,225,22,5,2023-05-11,TRUE,4,"Green Bean","All Seasons",FALSE,-4.21,-21.05,28,"Urban - Medium Density",TRUE
1000,1623,46,8,2023-03-10,TRUE,3,"Chestnut","All Seasons",TRUE,-4.08,-32.64,52,"Urban - Medium Density",FALSE
1001,1861,22,9,2023-05-03,TRUE,-2,"Green Bean","All Seasons",FALSE,-4.21,-37.89,48,"Rural",FALSE
1002,1621,45,2,2023-07-12,TRUE,3,"Apricot","All Seasons",TRUE,7.43,14.86,120,"Urban - High Density",FALSE
1003,1414,6,9,2023-01-29,TRUE,-2,"Walnut","Summer",TRUE,-3.25,-29.25,32,"Urban - High Density",FALSE
1004,891,8,8,2023-09-05,TRUE,2,"Garlic","Winter",TRUE,3.66,29.28,34,"Urban - High Density",TRUE
1005,343,33,-3,2023-08-13,TRUE,4,"Banana","All Seasons",TRUE,13.25,-39.75,51,"Urban - High Density",FALSE
1006,139,24,7,2023-12-14,TRUE,-2,"Asparagus","Winter",FALSE,2.01,14.07,41,"Urban - Medium Density",TRUE
1007,1816,32,2,2023-07-17,TRUE,50,"Raspberry","All Seasons",TRUE,12.49,24.98,62,"Urban - High Density",TRUE
1008,434,22,3,2023-07-18,TRUE,3,"Green Bean","All Seasons",FALSE,-4.21,-12.63,48,"Urban - High Density",TRUE
1009,1946,40,5,2023-04-02,TRUE,7,"Orange","Winter",FALSE,3.87,19.35,26,"Urban - Medium Density",TRUE
1010,847,8,4,2023-02-17,TRUE,50,"Garlic","Winter",TRUE,3.66,14.64,30,"Urban - Medium Density",FALSE
1011,608,40,9,2023-12-18,TRUE,-2,"Orange","Winter",FALSE,3.87,34.83,71,"Urban - Medium Density",TRUE
1012,647,43,8,2023-03-15,TRUE,1,"Pear","Unknown",TRUE,4.62,36.96,54,"Urban - Medium Density",TRUE
1013,257,34,7,2023-07-16,TRUE,-2,"Celery","Winter",TRUE,5.77,40.39,63,"Urban - Medium Density",TRUE
1014,176,20,7,2023-10-07,TRUE,3,"Corn","All Seasons",TRUE,12.25,85.75,76,"Rural",FALSE
1015,432,2,6,2023-04-09,TRUE,2,"Grape","Unknown",TRUE,10.56,63.36,34,"Urban - Medium Density",TRUE
1016,350,28,3,2023-11-16,TRUE,3,"Raspberry","Unknown",TRUE,14.97,44.91,71,"Urban - Medium Density",FALSE
1017,58,43,0,2023-06-11,TRUE,1,"Pear","Unknown",TRUE,4.62,0,79,"Rural",TRUE
1018,1149,50,10,2023-06-24,FALSE,3,"Sweet Potato","Unknown",FALSE,1.01,10.1,51,"Urban - Medium Density",TRUE
1019,652,45,0,2023-12-12,TRUE,4,"Apricot","All Seasons",TRUE,7.43,0,43,"Rural",TRUE
1020,1860,21,3,2023-05-27,TRUE,6,"Sweet Potato","All Seasons",TRUE,12.3,36.9,57,"Urban - High Density",TRUE
1021,623,22,3,2023-11-12,TRUE,6,"Green Bean","All Seasons",FALSE,-4.21,-12.63,50,"Urban - Medium Density",TRUE
1022,1287,32,8,2023-03-13,TRUE,1,"Raspberry","All Seasons",TRUE,12.49,99.92,64,"Urban - High Density",TRUE
1023,824,20,7,2023-09-17,TRUE,5,"Corn","All Seasons",TRUE,12.25,85.75,75,"Urban - High Density",TRUE
1024,1264,16,3,2023-09-14,TRUE,1,"Chestnut","Summer",TRUE,3.39,10.17,39,"Urban - High Density",TRUE
1025,891,5,-3,2023-02-08,TRUE,6,"Apricot","Summer",FALSE,10.18,-30.54,34,"Urban - High Density",TRUE
1026,22,7,8,2023-02-11,TRUE,4,"Lettuce","Unknown",TRUE,8.68,69.44,38,"Urban - High Density",FALSE
1027,659,22,5,2023-07-28,NA,1,"Green Bean","All Seasons",FALSE,-4.21,-21.05,61,"Urban - Medium Density",FALSE
1028,1191,39,-3,2023-09-24,TRUE,6,"Mango","All Seasons",TRUE,10.84,-32.52,31,"Urban - Medium Density",FALSE
1029,1042,7,9,2023-09-03,TRUE,4,"Lettuce","Unknown",TRUE,8.68,78.12,44,"Urban - Medium Density",FALSE
1030,1015,27,10,2023-05-27,TRUE,1,"Peach","Winter",TRUE,13.88,138.8,29,"Rural",TRUE
1031,986,50,3,2023-12-19,TRUE,3,"Sweet Potato","Unknown",FALSE,1.01,3.03,53,"Urban - High Density",TRUE
1032,1497,8,5,2023-07-13,TRUE,5,"Garlic","Winter",TRUE,3.66,18.3,34,"Rural",TRUE
1033,330,27,3,2023-09-28,TRUE,4,"Peach","Winter",TRUE,13.88,41.64,80,"Urban - High Density",TRUE
1034,362,1,4,2023-12-09,TRUE,1,"Strawberry","Unknown",TRUE,4.42,17.68,55,"Urban - High Density",TRUE
1035,986,27,0,2023-03-09,TRUE,50,"Peach","Winter",TRUE,13.88,0,53,"Urban - High Density",TRUE
1036,351,19,-3,2023-10-07,TRUE,2,"Banana","Winter",TRUE,-0.17,0.51,66,"Urban - Medium Density",TRUE
1037,1667,21,4,2023-08-14,TRUE,3,"Sweet Potato","All Seasons",TRUE,12.3,49.2,73,"Urban - High Density",FALSE
1038,529,49,3,2023-09-18,TRUE,6,"Cherry","Summer",NA,1.84,5.52,58,"Urban - High Density",FALSE
1039,480,38,5,2023-04-13,FALSE,2,"Apricot","Summer",TRUE,8.8,44,38,"Urban - High Density",NA
1040,1758,3,-3,2023-02-10,TRUE,4,"Raspberry","Unknown",FALSE,10.26,-30.78,37,"Unknown",FALSE
